element_type,osmid,name,parking,geometry,capacity,capacity:disabled,area,efficiency,area_percent
way,486635217,,surface,"POLYGON ((299879.69670813804 4632311.011880158, 299899.75000765326 4632320.894931412, 299910.39402032626 4632299.3939362, 299926.07190479536 4632307.09953718, 299942.65048518963 4632274.008625587, 299904.511573602 4632254.753861748, 299901.3520676551 4632260.954296869, 299896.96739041654 4632258.74369962, 299893.47678452206 4632265.586832384, 299891.0898783309 4632270.287653341, 299900.1629182885 4632274.867009055, 299895.84563982266 4632283.355738031, 299894.1930062561 4632282.524222265, 299889.09578641516 4632292.546119201, 299879.69670813804 4632311.011880158))",71,3.0,2114.8489829230903,29.78660539328296,0.10476713877270372
way,486635218,Women & Infants Employee Parking Lot,surface,"POLYGON ((299899.75000765326 4632320.894931412, 299915.42786004196 4632328.60050801, 299926.07190479536 4632307.09953718, 299910.39402032626 4632299.3939362, 299899.75000765326 4632320.894931412))",14,,419.1080912180737,29.936292229862406,0.020762123398861954
way,486635219,Women & Infants Parking Lot,surface,"POLYGON ((299873.2745822386 4632365.064863866, 299905.6067139295 4632344.466666354, 299908.46466400713 4632341.741749846, 299910.0145993801 4632339.209099724, 299881.7651002322 4632323.6997453775, 299857.1300284553 4632338.948152552, 299873.2745822386 4632365.064863866))",36,,1136.00035192126,31.555565331146113,0.0562761253766095
way,486635220,,surface,"POLYGON ((299825.0045170102 4632323.658896831, 299836.3360076147 4632329.330478358, 299841.8415912867 4632332.087426923, 299851.9791407449 4632309.133710188, 299835.5581765244 4632301.315770415, 299825.0045170102 4632323.658896831))",18,,460.65332903891675,25.591851613273153,0.022820225765161992
way,486635221,,surface,"POLYGON ((299881.7651002322 4632323.6997453775, 299865.38594210136 4632315.591646355, 299841.8415912867 4632332.087426923, 299836.3360076147 4632329.330478358, 299820.1528710979 4632342.13048283, 299823.1546694115 4632346.01336056, 299824.98735733714 4632348.817810604, 299833.8283024325 4632354.014773598, 299844.3900595892 4632346.773154917, 299857.1300284553 4632338.948152552, 299881.7651002322 4632323.6997453775))",36,,893.3532182038552,24.815367172329314,0.04425567089676609
way,486635222,Lot 30,surface,"POLYGON ((299946.78638691525 4632358.935592174, 299971.4476851595 4632371.000965657, 299951.39184769837 4632411.701308573, 299926.7309567956 4632399.647111026, 299946.78638691525 4632358.935592174))",44,,1245.719453113442,28.311805752578223,0.061711480994640244
way,486635223,,surface,"POLYGON ((299857.04374906205 4632154.851827439, 299881.9415857125 4632167.910418463, 299880.0113951172 4632172.298393897, 299859.3970376655 4632219.170903236, 299833.9462344961 4632207.139141411, 299831.2221562178 4632205.748748734, 299832.3562649844 4632203.505560722, 299853.9276277062 4632160.228749164, 299857.04374906205 4632154.851827439))",51,4.0,1686.4666094199026,33.06797273372358,0.08354557830432638
way,486635224,,surface,"POLYGON ((299881.9415857125 4632167.910418463, 299857.04374906205 4632154.851827439, 299860.6044696963 4632147.840026659, 299870.00987922045 4632129.296292256, 299871.56982107984 4632126.229962184, 299876.2720982029 4632128.498313055, 299896.12103465083 4632138.487128051, 299894.86094770656 4632141.278343891, 299881.9415857125 4632167.910418463))",25,1.0,901.4821202534475,36.0592848101379,0.04465836717247001
way,486635225,,surface,"POLYGON ((299699.134525483 4632127.44710927, 299694.9279388955 4632135.432800978, 299686.3668001167 4632131.628292396, 299688.8395888578 4632126.436041877, 299690.83343780006 4632122.246244066, 299684.1505875499 4632118.7223659605, 299688.4711698622 4632110.355645659, 299689.1583993591 4632109.369569858, 299692.5385870572 4632104.518550138, 299698.42294692376 4632098.552652208, 299701.0821982323 4632095.855459324, 299709.06316848216 4632091.430885203, 299711.91351816826 4632090.506313272, 299714.18686311436 4632093.309480459, 299717.236387823 4632093.557231484, 299722.7626516889 4632091.712992735, 299728.6782247231 4632091.891395308, 299730.5058333834 4632090.662172744, 299731.96450955246 4632088.432081123, 299739.41388700414 4632089.056377228, 299776.1719117665 4632092.236143959, 299782.11986671796 4632091.7913883915, 299789.83961877803 4632093.16378969, 299789.41673109774 4632094.386908053, 299792.16837912775 4632096.16544724, 299775.0657841083 4632125.09316753, 299772.7798315808 4632123.912744697, 299759.9825940949 4632117.271159828, 299759.1827126548 4632118.9826954445, 299741.1712352877 4632110.19836127, 299735.63480875426 4632122.044019197, 299719.9092720614 4632114.4401492495, 299726.93335664435 4632097.252103188, 299726.6155088728 4632096.2942491975, 299723.04893260536 4632097.172249516, 299718.64284118067 4632100.718570318, 299719.5322693172 4632105.74973471, 299712.04646915005 4632109.749236407, 299707.36226857017 4632119.081815831, 299704.01565873984 4632117.431137965, 299702.88375525334 4632119.752072461, 299699.134525483 4632127.44710927))",56,,2509.7444452999976,44.816865094642814,0.1243297969301524
way,486808673,,surface,"POLYGON ((299523.72604247066 4632667.059461547, 299546.6381367444 4632681.072745889, 299562.7722381574 4632692.009530338, 299558.07187655265 4632697.786735108, 299541.04584802594 4632718.700992522, 299526.56451303366 4632736.398953878, 299494.30032088433 4632706.980138707, 299512.5078961109 4632688.477281943, 299523.72604247066 4632667.059461547))",69,,2317.234575846626,33.58310979487864,0.11479308373171881
way,486813961,,surface,"POLYGON ((299526.07633268146 4632935.191665016, 299495.1254119572 4632969.010130191, 299467.64644613327 4632944.20195248, 299499.0399304071 4632910.159789975, 299526.07633268146 4632935.191665016))",79,,1701.6738828266068,21.540175731982366,0.08429892879706583
way,486813964,,surface,"POLYGON ((299396.4110658341 4633003.267739148, 299415.3997159541 4632983.020162963, 299387.71922610176 4632957.262276347, 299368.1601800718 4632977.325948894, 299369.6353195419 4632978.351242763, 299396.4110658341 4633003.267739148))",35,1.0,1057.2406079589873,30.206874513113924,0.05237446001325428
way,486813966,,surface,"POLYGON ((299393.8157553181 4632907.1626064805, 299346.3693466875 4632960.014661019, 299354.393431258 4632971.345836946, 299376.7412912502 4632945.525214775, 299380.573018594 4632941.383607736, 299389.38618532906 4632950.036750193, 299413.1567963015 4632924.554056255, 299393.8157553181 4632907.1626064805))",41,2.0,1388.447549422126,33.86457437614941,0.06878206352487264
way,486813968,,surface,"POLYGON ((299455.40934253857 4632833.588453412, 299422.54179314757 4632869.605815227, 299444.6445512298 4632889.731123582, 299453.27028545376 4632880.487490381, 299451.19395355345 4632878.478966229, 299475.94178963127 4632851.668879423, 299455.40934253857 4632833.588453412))",61,1.0,1369.2861820785017,22.447314460303307,0.06783283185501149
way,486813971,,surface,"POLYGON ((299500.8763314294 4632725.641935552, 299520.76932985947 4632744.329433883, 299485.3712487664 4632785.862676091, 299463.46134761174 4632766.098519892, 299500.8763314294 4632725.641935552))",60,,1556.7988258372347,25.946647097287247,0.07712198835220718
way,486814921,,surface,"POLYGON ((299676.8904251016 4632914.7740993425, 299685.7020603451 4632925.161164666, 299719.3173827578 4632899.458611787, 299711.7693482925 4632888.780433836, 299676.8904251016 4632914.7740993425))",24,2.0,572.1452511169333,23.839385463205556,0.028343404851092883
way,542069421,P-1 Parking Lot,surface,"POLYGON ((299933.7448264542 4633094.140773054, 299931.5249174207 4633076.045413569, 299975.9077586276 4633070.622127944, 299970.7717488692 4633089.612789956, 299933.7448264542 4633094.140773054))",30,,747.5363354699397,24.91787784899799,0.03703207350889399
way,542069647,,surface,"POLYGON ((299821.30359219626 4633000.91838711, 299800.455014226 4633023.6395326555, 299791.6516111292 4633015.607939596, 299790.4822411556 4633016.885357536, 299780.57842820126 4633007.851217185, 299802.58038737497 4632983.875271258, 299821.30359219626 4633000.91838711))",35,,803.6185157115601,22.960529020330288,0.03981031895691107
way,549813933,,surface,"POLYGON ((299094.03718413395 4633056.996418159, 299110.8134108959 4633090.727984402, 299152.4108639241 4633134.861805728, 299161.3960108829 4633133.386374896, 299161.59984626505 4633136.492123785, 299182.76484872296 4633136.007197058, 299182.5495980396 4633108.587705813, 299170.0319768902 4633095.605264552, 299141.5561082864 4633093.862506314, 299102.8941742546 4633050.968418417, 299094.03718413395 4633056.996418159))",64,,2767.6608600190493,43.244700937797646,0.13710667368627952
way,685443177,,surface,"POLYGON ((299722.7371450097 4632422.996283678, 299708.8938155933 4632402.471472295, 299684.1607658478 4632418.945632905, 299673.8751818759 4632405.821836311, 299699.7220511227 4632387.271683311, 299704.72359970235 4632394.576538218, 299725.6535236927 4632379.131568855, 299734.59753431723 4632372.601944812, 299757.71096195094 4632400.878586802, 299754.1416614291 4632403.134594273, 299722.7371450097 4632422.996283678))",78,,1918.1027903802806,24.5910614151318,0.09502056309587052
way,685443180,,surface,"POLYGON ((299811.43191375653 4633082.449340676, 299800.90840793576 4633072.654706579, 299820.67870998045 4633050.90837276, 299825.0962081393 4633054.89595941, 299828.8616727061 4633050.756464502, 299838.41281790106 4633060.556206421, 299841.65922605415 4633057.764774789, 299845.49980482913 4633056.301267873, 299857.16411035904 4633053.140234491, 299859.91044075874 4633070.142906173, 299861.394427773 4633072.079263956, 299862.85161457735 4633073.060708354, 299869.62731715594 4633073.115025665, 299870.3280756485 4633080.01838011, 299868.45191177167 4633080.693326596, 299869.06659717887 4633086.899015868, 299847.8116376787 4633088.02894219, 299847.1544721471 4633081.791108682, 299845.5188213799 4633080.670215307, 299839.0079088359 4633088.864998952, 299829.1901055435 4633100.064060197, 299811.43191375653 4633082.449340676))",98,,1898.531690356757,19.372772350579154,0.09405103374949376
way,711353162,,surface,"POLYGON ((299915.4898421491 4632724.321616252, 299898.4713608074 4632702.874348237, 299913.3903806228 4632671.707832489, 299932.85743513424 4632707.843688534, 299934.4022037729 4632710.167291905, 299915.4898421491 4632724.321616252))",40,,932.2792619489258,23.306981548723144,0.04618402145978141
way,751132185,,surface,"POLYGON ((299816.1678561459 4632590.21519651, 299833.6869603287 4632612.303877574, 299840.76122276817 4632615.872442294, 299868.56036474695 4632629.882928658, 299876.4777737111 4632624.693535212, 299880.9307959577 4632616.31208993, 299881.49299034465 4632615.018391886, 299882.1962788459 4632613.4207007745, 299884.7041995962 4632607.705244247, 299900.3514976286 4632571.973318853, 299872.10825782514 4632557.841812403, 299864.08176935697 4632552.33304215, 299816.1678561459 4632590.21519651))",74,4.0,3679.3552023523844,49.72101624800519,0.18227094236588334
way,751132186,Lot 81,surface,"POLYGON ((299835.4352032943 4632553.159146696, 299818.22575129045 4632528.483690539, 299812.2711695616 4632526.606136319, 299799.43376848695 4632520.876866783, 299773.20115305844 4632509.389602692, 299770.2746727556 4632506.1158144865, 299759.7172987178 4632490.999309623, 299759.9418728798 4632491.004117309, 299792.0762133592 4632491.5244349595, 299809.4659044215 4632491.814202706, 299844.1445886388 4632494.730291062, 299840.5674928716 4632521.589293257, 299853.5922577252 4632537.847915816, 299835.4352032943 4632553.159146696))",75,6.0,2704.991700574349,36.06655600765799,0.13400211701233833
way,751132187,,surface,"POLYGON ((299804.12890359334 4632574.429028298, 299831.6964873435 4632552.930699457, 299812.2711695616 4632526.606136319, 299799.43376848695 4632520.876866783, 299789.04958997504 4632529.991582318, 299777.0918895825 4632539.906129129, 299804.12890359334 4632574.429028298))",50,2.0,1541.8258007451786,30.836516014903573,0.07638024224629922
way,751132188,,surface,"POLYGON ((299777.0918895825 4632539.906129129, 299756.97975923226 4632514.589984945, 299770.2746727556 4632506.1158144865, 299773.20115305844 4632509.389602692, 299789.04958997504 4632529.991582318, 299777.0918895825 4632539.906129129))",26,,493.53025214420165,18.981932774776986,0.024448909984793647
way,760571438,,surface,"POLYGON ((300047.09757204185 4632250.766623577, 300051.9822321872 4632253.318890653, 300072.3012180877 4632263.194972516, 300088.0010994519 4632270.800294325, 300090.62748032477 4632265.148285667, 300097.7404658082 4632268.015952418, 300101.2874914983 4632259.026666297, 300079.68711972283 4632247.9196088435, 300084.2558333916 4632238.012690674, 300085.6768074159 4632235.028092234, 300060.2622051361 4632223.083436339, 300047.09757204185 4632250.766623577))",11,1.0,1235.8333339581952,112.34848490529048,0.061221734244009555
way,760571439,,surface,"POLYGON ((300023.6208240206 4632237.967686258, 300033.5794683432 4632242.411256876, 300036.1975881632 4632243.5824465435, 300039.9667424826 4632234.80914653, 300035.3796341476 4632232.493017261, 300036.3146618425 4632229.966524793, 300029.47583458293 4632226.50227462, 300024.63256965496 4632235.805749044, 300023.6208240206 4632237.967686258))",5,,154.08082010603957,30.816164021207914,0.007632983155113773
way,760571440,,surface,"POLYGON ((299967.9214188954 4632155.731084356, 299982.2632511656 4632162.91867, 299982.9882095908 4632161.498184513, 299993.97352101613 4632139.698859364, 299994.8952485865 4632137.883925768, 299980.73923754354 4632130.802225967, 299967.9214188954 4632155.731084356))",8,,446.77647797088844,55.847059746361055,0.022132782835046574
way,760571441,,surface,"POLYGON ((300003.7368524151 4632173.640078757, 299992.57566269836 4632167.818990671, 299993.1336731714 4632165.780895019, 299982.9882095908 4632161.498184513, 299993.97352101613 4632139.698859364, 300010.00112991116 4632147.417077587, 300002.00192072964 4632163.05419188, 300000.5255215048 4632165.840339335, 300006.2406813862 4632168.658215782, 300003.7368524151 4632173.640078757))",12,,474.62892919667684,39.552410766389734,0.02351256060939097
way,760588369,,surface,"POLYGON ((299786.63890614395 4632710.324461664, 299801.08569936675 4632729.276709071, 299811.2857799401 4632723.978707927, 299821.6249224443 4632739.034717687, 299818.3161582939 4632740.794446063, 299767.5373416884 4632762.733372826, 299745.53952074796 4632734.480994291, 299786.63890614395 4632710.324461664))",95,,2025.679643107012,21.322943611652757,0.10034979423689239
way,760588370,,surface,"POLYGON ((299753.5759184188 4632365.512813135, 299755.4841502731 4632360.347543079, 299755.30396170623 4632358.074561859, 299769.72338680737 4632331.311190005, 299790.2907435899 4632340.846138819, 299782.22337427875 4632354.029624159, 299768.3282354084 4632346.4632005375, 299766.37541675934 4632350.040646403, 299770.5425669593 4632352.201707286, 299767.66329035675 4632355.349551954, 299769.86746799224 4632356.876748591, 299765.27576640993 4632359.728180865, 299763.746460438 4632357.959792619, 299753.5759184188 4632365.512813135))",15,,482.91406795793336,32.194271197195555,0.02392299666858983
way,760588371,,surface,"POLYGON ((299781.3891727356 4632356.88669852, 299792.78172194224 4632344.298847402, 299798.3733020304 4632348.34238575, 299803.27390491054 4632352.349759621, 299805.7227317059 4632356.670421148, 299790.8532583352 4632365.033125327, 299781.3891727356 4632356.88669852))",8,,266.165674763173,33.270709345396625,0.013185535425749956
way,760588372,,surface,"POLYGON ((299759.16846116626 4632325.173415076, 299772.09171723225 4632298.7076408295, 299772.2727868024 4632298.34696174, 299754.8032241579 4632289.602969977, 299745.59626196756 4632284.994216497, 299741.81012483 4632292.556923288, 299752.7785357577 4632297.727402912, 299742.6929239075 4632318.079521589, 299759.16846116626 4632325.173415076))",17,,642.0508351649543,37.76769618617378,0.03180644551455583
way,760588373,,surface,"POLYGON ((299776.40424538933 4632288.574327337, 299782.92798499134 4632276.367609107, 299758.69504459697 4632264.779767371, 299753.0088168675 4632277.207470314, 299776.40424538933 4632288.574327337))",11,,363.3933553993028,33.035759581754796,0.018002080716692823
way,760588374,,surface,"POLYGON ((299776.7503123815 4632258.850095299, 299782.880097289 4632262.222887806, 299784.01148445095 4632260.179789684, 299788.9235474188 4632262.519978156, 299794.3775851694 4632250.10993805, 299798.1999560036 4632251.53616512, 299801.56817649724 4632245.074236571, 299798.32557814114 4632243.276139118, 299816.28851494286 4632208.579211457, 299796.7483400841 4632199.8154305965, 299797.870081868 4632197.428122653, 299788.869869979 4632193.080203005, 299787.4257536244 4632196.421113267, 299782.1664462598 4632194.446266016, 299766.81070435187 4632225.180765493, 299771.5150450185 4632228.115731037, 299769.3731210015 4632232.0651900945, 299764.1072876047 4632229.85718043, 299762.3356309091 4632234.262968275, 299783.92744889343 4632244.747047006, 299783.25102123735 4632245.821709817, 299778.33063889033 4632243.481757993, 299772.39526246407 4632255.327478851, 299777.8919836814 4632257.17341617, 299776.7503123815 4632258.850095299))",60,3.0,1961.7844762722605,32.69640793787101,0.0971845025944466
way,760588375,,surface,"POLYGON ((299675.84791507554 4632281.007556511, 299686.33513081085 4632278.512787728, 299713.8829288493 4632223.710786618, 299647.76366281015 4632190.908033084, 299631.9046742051 4632221.168047376, 299675.84791507554 4632281.007556511))",147,,3910.3928831258686,26.60131213010795,0.19371627815996142
way,760588376,178 Clifford Street,surface,"POLYGON ((299645.41813069326 4632311.0211437605, 299619.4047757638 4632329.865081397, 299617.75645640027 4632325.933146794, 299616.23335254396 4632322.019919651, 299612.07655897085 4632303.067814279, 299610.00567836507 4632294.74724087, 299609.04658497625 4632286.350984352, 299610.32760004787 4632280.75879561, 299619.8841266636 4632274.13403613, 299639.17026984214 4632259.646220948, 299644.1117625864 4632255.929229455, 299651.1680019625 4632265.943329106, 299629.3930459221 4632282.090096253, 299636.35320418683 4632291.051202473, 299632.0107268072 4632294.784712054, 299645.41813069326 4632311.0211437605))",50,1.0,1472.5227713154413,29.450455426308828,0.07294705143207922
way,760588377,170 Clifford Street,surface,"POLYGON ((299641.73819013766 4632362.608256385, 299668.38637069263 4632343.57987966, 299654.404887373 4632323.770230797, 299627.10495506437 4632343.272573627, 299641.73819013766 4632362.608256385))",36,,803.5906144746014,22.32196151318337,0.03980893676234872
way,760588378,Lifespan Parking Lot,surface,"POLYGON ((299671.95445836 4632423.266684064, 299655.72677630687 4632401.908828404, 299632.6895635413 4632419.268983972, 299639.42252800247 4632428.136457295, 299646.7079626842 4632437.73294834, 299648.9175949771 4632440.637892463, 299671.95445836 4632423.266684064))",30,,773.9900808913104,25.79966936304368,0.03834256103778971
way,760588379,Johnson Lot,surface,"POLYGON ((299540.7116008534 4632461.624672787, 299573.3084621263 4632437.772617802, 299548.77586613834 4632404.869201858, 299542.6291965401 4632392.318233273, 299538.9079964802 4632381.47708876, 299524.59604347334 4632363.821657341, 299510.6704323428 4632349.266867069, 299498.3898196687 4632340.299854566, 299487.24265303765 4632334.690285671, 299485.5523315106 4632338.138201234, 299479.8046119286 4632339.488806853, 299474.7335162726 4632333.563987813, 299470.7093321666 4632338.266547193, 299465.29790836293 4632341.2301231995, 299459.1929376493 4632346.1356508145, 299455.1501066136 4632349.5830411455, 299452.8222336207 4632351.937649002, 299461.4276780454 4632362.052478368, 299464.7891157174 4632362.4580320995, 299488.4963862994 4632345.578545991, 299495.9072543767 4632355.782556777, 299499.82032196067 4632352.449962161, 299502.2789134295 4632355.336755473, 299503.0457706331 4632355.115176534, 299508.4580550683 4632361.941641148, 299506.44525116746 4632363.676192002, 299513.1287092359 4632372.844985382, 299510.9314909972 4632374.22912135, 299517.579070079 4632384.487943019, 299521.7573028315 4632381.125682062, 299530.1286005818 4632391.491640386, 299536.8400311583 4632408.460579416, 299517.3168932917 4632421.888582533, 299516.0379568964 4632429.325397833, 299540.7116008534 4632461.624672787))",87,7.0,3445.8398289653774,39.607354355923874,0.17070286458503786
way,760588380,,surface,"POLYGON ((299422.4764087083 4632456.1364413295, 299429.7018269174 4632450.877106587, 299428.20473542844 4632450.552494919, 299426.21428016794 4632447.463651368, 299484.00315423135 4632405.156280853, 299476.1948809788 4632393.529954057, 299476.56020107504 4632396.175551528, 299474.975900097 4632397.775829405, 299466.29148266243 4632399.042323326, 299463.65026551293 4632397.9386635935, 299461.689380881 4632391.17076862, 299459.81049535854 4632384.067196065, 299459.47576251184 4632382.509756124, 299442.05356013065 4632360.08579558, 299437.89300319145 4632354.02427531, 299439.00110242394 4632353.226360957, 299435.5281975548 4632348.856819245, 299432.29952642263 4632348.1475102, 299398.0015824061 4632373.881598571, 299402.0334565416 4632387.780975244, 299406.33148319717 4632384.8375463765, 299409.81182331627 4632388.584569407, 299434.0313090113 4632370.712590719, 299430.75650776667 4632366.293031454, 299436.7305400185 4632361.757868678, 299438.58592670865 4632364.7727268, 299434.3673140157 4632367.880587877, 299446.12220948923 4632383.574176034, 299450.9378006626 4632380.116164087, 299452.3374828844 4632379.932348832, 299453.6851995697 4632380.5612015035, 299454.4746533137 4632381.439111232, 299455.33628851455 4632384.293002162, 299459.24244992353 4632398.751559419, 299459.39238495345 4632400.536443378, 299458.7830944578 4632401.631478447, 299457.70116834773 4632402.4731039405, 299454.0797517997 4632403.463916687, 299412.3014713452 4632415.0399103975, 299410.3737025193 4632419.205720377, 299417.02138745575 4632442.7660240885, 299418.3450498744 4632446.973746522, 299421.7788264975 4632453.500188827, 299422.3698681406 4632454.417011702, 299422.49514514016 4632455.32470752, 299422.4764087083 4632456.1364413295))",77,6.0,2938.72023369369,38.16519784017779,0.1455807544763756
way,760588381,,surface,"POLYGON ((299420.4960674753 4632455.1809002245, 299416.6734037681 4632447.831962868, 299414.92419433425 4632442.680539414, 299413.64037341636 4632439.594051879, 299410.3992496177 4632439.918560724, 299404.4511540447 4632441.530454093, 299405.98485073866 4632446.999084279, 299406.5206276293 4632450.384418573, 299404.422314568 4632452.03250695, 299402.0080520064 4632449.244511514, 299400.6445417787 4632448.349414999, 299396.6438895705 4632450.928889014, 299392.95666354656 4632446.031999789, 299382.08646474534 4632452.927402436, 299389.4585488804 4632462.9323746255, 299389.56441781565 4632466.696509743, 299392.9050805199 4632467.54710829, 299396.6851639821 4632473.085906123, 299420.4960674753 4632455.1809002245))",24,,633.6119070045603,26.400496125190013,0.031388390908854924
way,760588382,,surface,"POLYGON ((299278.74305579235 4632421.597434776, 299304.886151309 4632403.859769782, 299311.70798132697 4632412.324412806, 299316.2422049445 4632408.618635265, 299334.11050742236 4632431.818741115, 299318.966981524 4632441.645911211, 299313.8458513426 4632440.445393478, 299313.6011919438 4632442.385840752, 299315.69026557845 4632442.182600958, 299312.4946033928 4632450.917988128, 299304.97865820467 4632455.007703323, 299301.00801765744 4632453.630361801, 299293.9133580931 4632445.217856908, 299295.7345543097 4632443.766443734, 299278.74305579235 4632421.597434776))",46,,1478.9727576405162,32.15158168783731,0.07326657619146283
way,760588383,,surface,"POLYGON ((299297.09300175123 4632466.342026003, 299304.3971487641 4632457.679937555, 299301.00801765744 4632453.630361801, 299293.9133580931 4632445.217856908, 299292.9712806295 4632445.711088329, 299292.5157480692 4632445.179397229, 299278.7355685289 4632455.301667947, 299280.1223710106 4632455.251529448, 299293.7668017126 4632464.824318315, 299297.09300175123 4632466.342026003))",8,,271.7948619665276,33.97435774581595,0.013464398759100707
way,760588384,,surface,"POLYGON ((299249.3230442647 4632460.8299929, 299253.67172395997 4632454.373508395, 299253.5618366918 4632452.831971956, 299252.323967178 4632452.266739683, 299258.70141509874 4632443.463997426, 299265.2995880742 4632446.934294937, 299268.6035155787 4632448.841552391, 299269.0953989816 4632449.483343452, 299268.3707432836 4632451.203940172, 299289.9406217147 4632463.854078295, 299292.57905964414 4632466.335694484, 299285.38039036456 4632476.972842285, 299281.60093127994 4632479.435035598, 299249.3230442647 4632460.8299929))",28,,733.5094337491868,26.196765491042385,0.03633719724538982
way,760588385,,surface,"POLYGON ((299211.9369289385 4632516.788925085, 299219.1531871031 4632521.84196996, 299225.8265990615 4632526.510254184, 299239.29768293304 4632506.595392491, 299245.0358679816 4632510.523260116, 299250.83156366186 4632514.427288419, 299255.068874609 4632508.740695126, 299255.4763778233 4632506.384500934, 299255.9375012878 4632505.6381015945, 299256.5899758374 4632504.897429217, 299257.48403267236 4632505.061177824, 299259.96162806964 4632506.258265655, 299260.9959168092 4632504.906776066, 299262.2182337457 4632505.805820195, 299273.45282417885 4632489.12102114, 299242.1450212375 4632470.7220731545, 299222.0546695631 4632501.480082583, 299211.9369289385 4632516.788925085))",54,8.0,1521.2243888916423,28.170822016511895,0.07535967245999238
way,760588386,,surface,"POLYGON ((299172.84330975544 4632573.7851815475, 299174.76815200207 4632575.131152713, 299193.04299977084 4632588.851662234, 299198.3453396919 4632582.023799004, 299200.0345263353 4632582.676326867, 299203.4791622415 4632578.067696119, 299196.82069376385 4632573.043415382, 299201.3495708052 4632567.381913447, 299201.4987633005 4632565.299685551, 299194.37841714395 4632564.833400863, 299190.7578195571 4632562.601721641, 299182.40014444024 4632560.703441743, 299172.84330975544 4632573.7851815475))",12,,483.568358375648,40.29736319797067,0.02395540944867194
way,760588387,,surface,"POLYGON ((299122.06309232477 4632642.590004277, 299149.47088231094 4632606.636094624, 299148.24360245204 4632604.970450266, 299161.0043118169 4632588.475830084, 299177.3510183267 4632601.028224437, 299136.7428978301 4632653.511270948, 299130.03947468655 4632648.3660822185, 299128.7455995874 4632649.058157554, 299123.90997340204 4632645.004952957, 299123.8805768888 4632643.961209963, 299122.06309232477 4632642.590004277))",48,,1279.3865933435752,26.653887361324482,0.06337931164403973
way,760588388,,surface,"POLYGON ((299154.23157403024 4632667.064904374, 299173.5095825598 4632641.730172291, 299170.01034011063 4632639.083927527, 299169.568158197 4632638.140707619, 299170.14906660654 4632636.335245612, 299174.9718881105 4632630.487646369, 299178.7494261629 4632633.5705558155, 299183.7327466054 4632627.518419852, 299186.5741262067 4632629.827595399, 299188.39265836414 4632627.398329453, 299189.3569007876 4632627.6934420075, 299192.3154796927 4632623.831910395, 299198.16008266585 4632616.188681369, 299179.4990391283 4632602.034538957, 299138.84211202495 4632655.441281049, 299154.23157403024 4632667.064904374))",40,,1303.6453129396853,32.59113282349213,0.06458106016740756
way,760588389,,surface,"POLYGON ((299160.8321253963 4632672.690846085, 299164.52398753806 4632668.00855498, 299159.5665816089 4632664.647729541, 299155.90374252165 4632668.884707811, 299160.8321253963 4632672.690846085))",2,,35.221222536137304,17.610611268068652,0.0017448180645445027
way,760594426,Met Lot,surface,"POLYGON ((299611.8270872336 4632556.6376685025, 299613.33666375815 4632555.928512143, 299610.3434023404 4632551.167599381, 299629.9150643154 4632538.883050403, 299632.7673111089 4632543.359009657, 299634.90791345586 4632542.03206139, 299632.2103617091 4632537.440631549, 299656.8952484161 4632521.934386094, 299660.6741579526 4632527.440005095, 299661.7827601787 4632526.364300724, 299667.2502521871 4632534.278334562, 299675.86487964937 4632545.626610924, 299674.850139095 4632546.78857617, 299678.2176346363 4632551.261192538, 299656.4717027941 4632567.81828027, 299663.6172650507 4632578.063228828, 299649.6484537474 4632588.579002632, 299640.8733688302 4632575.957338566, 299639.2349988045 4632575.336618686, 299630.7289401266 4632581.46514834, 299626.1941922996 4632575.980779094, 299617.88363606896 4632565.1018500095, 299611.8270872336 4632556.6376685025))",72,3.0,2370.560521567523,32.92445168843782,0.11743478855349998
way,760594427,,surface,"POLYGON ((299711.00797870144 4632592.022921383, 299678.2176346363 4632551.261192538, 299656.4717027941 4632567.81828027, 299663.6172650507 4632578.063228828, 299649.6484537474 4632588.579002632, 299638.79752080655 4632596.751400251, 299645.5836771132 4632605.150655955, 299647.61878075893 4632603.915573135, 299649.1563758824 4632605.683702981, 299659.26051345875 4632597.854557296, 299668.90016614436 4632590.060698483, 299666.11003980937 4632585.427408562, 299668.9123829125 4632583.3929141, 299679.93933503726 4632598.651675863, 299683.6584127804 4632595.813571482, 299691.5970230689 4632606.180732212, 299697.286211211 4632601.864918279, 299701.74378090387 4632598.683824447, 299710.49406129366 4632592.370725063, 299711.00797870144 4632592.022921383))",77,,1781.7177659879615,23.13919176607742,0.08826420891058052
way,760594428,,surface,"POLYGON ((299771.5998869103 4632602.178572678, 299783.226497207 4632593.206743602, 299729.6778672224 4632568.640463536, 299725.6949131775 4632566.8187449295, 299716.9890356448 4632573.53062203, 299714.7456211627 4632570.604384343, 299714.54040063726 4632575.432927599, 299735.9189340868 4632602.924762007, 299758.5696194614 4632585.4313024, 299771.5998869103 4632602.178572678))",32,,1007.14136924863,31.473167789019687,0.04989260247318533
